# book	sec	title	page	kind	path
wangdao-ds		一、单项选择题	131	ex	第4章 串 > 4.2  串的模式匹配 > 4.2.5  答案与解析 > 一、单项选择题
wangdao-ds		二、综合应用题	133	ex	第4章 串 > 4.2  串的模式匹配 > 4.2.5  答案与解析 > 二、综合应用题
wangdao-ds		归纳总结	135	sum	第4章 串 > 归纳总结
wangdao-ds		思维拓展	135	sum	第4章 串 > 思维拓展
wangdao-ds		第5章 树与二叉树	136	kp	第5章 树与二叉树
wangdao-ds	5.1	5.1  树的基本概念	136	kp	第5章 树与二叉树 > 5.1  树的基本概念
wangdao-ds	5.1.1	5.1.1  树的定义	136	kp	第5章 树与二叉树 > 5.1  树的基本概念 > 5.1.1  树的定义
wangdao-ds	5.1.2	5.1.2  基本术语	137	kp	第5章 树与二叉树 > 5.1  树的基本概念 > 5.1.2  基本术语
wangdao-ds	5.1.3	5.1.3  树的性质	138	kp	第5章 树与二叉树 > 5.1  树的基本概念 > 5.1.3  树的性质
wangdao-ds	5.1.4	5.1.4  本节试题精选	138	ex	第5章 树与二叉树 > 5.1  树的基本概念 > 5.1.4  本节试题精选
wangdao-ds		一、单项选择题	138	ex	第5章 树与二叉树 > 5.1  树的基本概念 > 5.1.4  本节试题精选 > 一、单项选择题
wangdao-ds		二、综合应用题	139	ex	第5章 树与二叉树 > 5.1  树的基本概念 > 5.1.4  本节试题精选 > 二、综合应用题
wangdao-ds	5.1.5	5.1.5  答案与解析	139	ex	第5章 树与二叉树 > 5.1  树的基本概念 > 5.1.5  答案与解析
wangdao-ds		一、单项选择题	139	ex	第5章 树与二叉树 > 5.1  树的基本概念 > 5.1.5  答案与解析 > 一、单项选择题
wangdao-ds		二、综合应用题	141	ex	第5章 树与二叉树 > 5.1  树的基本概念 > 5.1.5  答案与解析 > 二、综合应用题
wangdao-ds	5.2	5.2  二叉树的概念	141	kp	第5章 树与二叉树 > 5.2  二叉树的概念
wangdao-ds	5.2.1	5.2.1  二叉树的定义及其主要特性	141	kp	第5章 树与二叉树 > 5.2  二叉树的概念 > 5.2.1  二叉树的定义及其主要特性
wangdao-ds		1．二叉树的定义	141	kp	第5章 树与二叉树 > 5.2  二叉树的概念 > 5.2.1  二叉树的定义及其主要特性 > 1．二叉树的定义
wangdao-ds		2．几种特殊的二叉树	142	kp	第5章 树与二叉树 > 5.2  二叉树的概念 > 5.2.1  二叉树的定义及其主要特性 > 2．几种特殊的二叉树
wangdao-ds		3．二叉树的性质	142	kp	第5章 树与二叉树 > 5.2  二叉树的概念 > 5.2.1  二叉树的定义及其主要特性 > 3．二叉树的性质
wangdao-ds	5.2.2	5.2.2  二叉树的存储结构	143	kp	第5章 树与二叉树 > 5.2  二叉树的概念 > 5.2.2  二叉树的存储结构
wangdao-ds		1．顺序存储结构	143	kp	第5章 树与二叉树 > 5.2  二叉树的概念 > 5.2.2  二叉树的存储结构 > 1．顺序存储结构
wangdao-ds		2．链式存储结构	144	kp	第5章 树与二叉树 > 5.2  二叉树的概念 > 5.2.2  二叉树的存储结构 > 2．链式存储结构
wangdao-ds	5.2.3	5.2.3  本节试题精选	145	ex	第5章 树与二叉树 > 5.2  二叉树的概念 > 5.2.3  本节试题精选
wangdao-ds		一、单项选择题	145	ex	第5章 树与二叉树 > 5.2  二叉树的概念 > 5.2.3  本节试题精选 > 一、单项选择题
wangdao-ds		二、综合应用题	147	ex	第5章 树与二叉树 > 5.2  二叉树的概念 > 5.2.3  本节试题精选 > 二、综合应用题
wangdao-ds	5.2.4	5.2.4  答案与解析	147	ex	第5章 树与二叉树 > 5.2  二叉树的概念 > 5.2.4  答案与解析
wangdao-ds		一、单项选择题	147	ex	第5章 树与二叉树 > 5.2  二叉树的概念 > 5.2.4  答案与解析 > 一、单项选择题
wangdao-ds		二、综合应用题	150	ex	第5章 树与二叉树 > 5.2  二叉树的概念 > 5.2.4  答案与解析 > 二、综合应用题
wangdao-ds	5.3	5.3  二叉树的遍历和线索二叉树	152	kp	第5章 树与二叉树 > 5.3  二叉树的遍历和线索二叉树
wangdao-ds	5.3.1	5.3.1  二叉树的遍历	152	kp	第5章 树与二叉树 > 5.3  二叉树的遍历和线索二叉树 > 5.3.1  二叉树的遍历
wangdao-ds		1．先序遍历（PreOrder）	152	kp	第5章 树与二叉树 > 5.3  二叉树的遍历和线索二叉树 > 5.3.1  二叉树的遍历 > 1．先序遍历（PreOrder）
wangdao-ds		2．中序遍历（InOrder）	153	kp	第5章 树与二叉树 > 5.3  二叉树的遍历和线索二叉树 > 5.3.1  二叉树的遍历 > 2．中序遍历（InOrder）
wangdao-ds		3．后序遍历（PostOrder）	153	kp	第5章 树与二叉树 > 5.3  二叉树的遍历和线索二叉树 > 5.3.1  二叉树的遍历 > 3．后序遍历（PostOrder）
wangdao-ds		4．层次遍历	153	kp	第5章 树与二叉树 > 5.3  二叉树的遍历和线索二叉树 > 5.3.1  二叉树的遍历 > 4．层次遍历
wangdao-ds		5．由遍历序列构造二叉树	154	kp	第5章 树与二叉树 > 5.3  二叉树的遍历和线索二叉树 > 5.3.1  二叉树的遍历 > 5．由遍历序列构造二叉树
wangdao-ds	5.3.2	5.3.2  线索二叉树	155	kp	第5章 树与二叉树 > 5.3  二叉树的遍历和线索二叉树 > 5.3.2  线索二叉树
wangdao-ds		1．线索二叉树的基本概念	155	kp	第5章 树与二叉树 > 5.3  二叉树的遍历和线索二叉树 > 5.3.2  线索二叉树 > 1．线索二叉树的基本概念
wangdao-ds		2．中序线索二叉树的构造	156	kp	第5章 树与二叉树 > 5.3  二叉树的遍历和线索二叉树 > 5.3.2  线索二叉树 > 2．中序线索二叉树的构造
wangdao-ds		3．中序线索二叉树的遍历	157	kp	第5章 树与二叉树 > 5.3  二叉树的遍历和线索二叉树 > 5.3.2  线索二叉树 > 3．中序线索二叉树的遍历
wangdao-ds		4．先序线索二叉树和后序线索二叉树	158	kp	第5章 树与二叉树 > 5.3  二叉树的遍历和线索二叉树 > 5.3.2  线索二叉树 > 4．先序线索二叉树和后序线索二叉树
wangdao-ds	5.3.3	5.3.3  本节试题精选	158	ex	第5章 树与二叉树 > 5.3  二叉树的遍历和线索二叉树 > 5.3.3  本节试题精选
wangdao-ds		一、单项选择题	158	ex	第5章 树与二叉树 > 5.3  二叉树的遍历和线索二叉树 > 5.3.3  本节试题精选 > 一、单项选择题
wangdao-ds		二、综合应用题	162	ex	第5章 树与二叉树 > 5.3  二叉树的遍历和线索二叉树 > 5.3.3  本节试题精选 > 二、综合应用题
wangdao-ds	5.3.4	5.3.4  答案与解析	164	ex	第5章 树与二叉树 > 5.3  二叉树的遍历和线索二叉树 > 5.3.4  答案与解析
wangdao-ds		一、单项选择题	164	ex	第5章 树与二叉树 > 5.3  二叉树的遍历和线索二叉树 > 5.3.4  答案与解析 > 一、单项选择题
wangdao-ds		二、综合应用题	170	ex	第5章 树与二叉树 > 5.3  二叉树的遍历和线索二叉树 > 5.3.4  答案与解析 > 二、综合应用题
wangdao-ds	5.4	5.4  树、森林	180	kp	第5章 树与二叉树 > 5.4  树、森林
wangdao-ds	5.4.1	5.4.1  树的存储结构	180	kp	第5章 树与二叉树 > 5.4  树、森林 > 5.4.1  树的存储结构
wangdao-ds		1．双亲表示法	180	kp	第5章 树与二叉树 > 5.4  树、森林 > 5.4.1  树的存储结构 > 1．双亲表示法
wangdao-ds		2．孩子表示法	181	kp	第5章 树与二叉树 > 5.4  树、森林 > 5.4.1  树的存储结构 > 2．孩子表示法
wangdao-ds		3．孩子兄弟表示法	181	kp	第5章 树与二叉树 > 5.4  树、森林 > 5.4.1  树的存储结构 > 3．孩子兄弟表示法
wangdao-ds	5.4.2	5.4.2  树、森林与二叉树的转换	182	kp	第5章 树与二叉树 > 5.4  树、森林 > 5.4.2  树、森林与二叉树的转换
wangdao-ds		1．树转换为二叉树	182	kp	第5章 树与二叉树 > 5.4  树、森林 > 5.4.2  树、森林与二叉树的转换 > 1．树转换为二叉树
wangdao-ds		2．森林转换为二叉树	182	kp	第5章 树与二叉树 > 5.4  树、森林 > 5.4.2  树、森林与二叉树的转换 > 2．森林转换为二叉树
wangdao-ds		3．二叉树转换为森林	183	kp	第5章 树与二叉树 > 5.4  树、森林 > 5.4.2  树、森林与二叉树的转换 > 3．二叉树转换为森林
wangdao-ds	5.4.3	5.4.3  树和森林的遍历	183	kp	第5章 树与二叉树 > 5.4  树、森林 > 5.4.3  树和森林的遍历
wangdao-ds		1．树的遍历	183	kp	第5章 树与二叉树 > 5.4  树、森林 > 5.4.3  树和森林的遍历 > 1．树的遍历
wangdao-ds		2．森林的遍历	183	kp	第5章 树与二叉树 > 5.4  树、森林 > 5.4.3  树和森林的遍历 > 2．森林的遍历
wangdao-ds	5.4.4	5.4.4  本节试题精选	184	ex	第5章 树与二叉树 > 5.4  树、森林 > 5.4.4  本节试题精选
wangdao-ds		一、单项选择题	184	ex	第5章 树与二叉树 > 5.4  树、森林 > 5.4.4  本节试题精选 > 一、单项选择题
wangdao-ds		二、综合应用题	186	ex	第5章 树与二叉树 > 5.4  树、森林 > 5.4.4  本节试题精选 > 二、综合应用题
wangdao-ds	5.4.5	5.4.5  答案与解析	187	ex	第5章 树与二叉树 > 5.4  树、森林 > 5.4.5  答案与解析
wangdao-ds		一、单项选择题	187	ex	第5章 树与二叉树 > 5.4  树、森林 > 5.4.5  答案与解析 > 一、单项选择题
wangdao-ds		二、综合应用题	191	ex	第5章 树与二叉树 > 5.4  树、森林 > 5.4.5  答案与解析 > 二、综合应用题
wangdao-ds	5.5	5.5  树与二叉树的应用	192	kp	第5章 树与二叉树 > 5.5  树与二叉树的应用
wangdao-ds	5.5.1	5.5.1  哈夫曼树和哈夫曼编码	192	kp	第5章 树与二叉树 > 5.5  树与二叉树的应用 > 5.5.1  哈夫曼树和哈夫曼编码
wangdao-ds		1．哈夫曼树的定义	192	kp	第5章 树与二叉树 > 5.5  树与二叉树的应用 > 5.5.1  哈夫曼树和哈夫曼编码 > 1．哈夫曼树的定义
wangdao-ds		2．哈夫曼树的构造	193	kp	第5章 树与二叉树 > 5.5  树与二叉树的应用 > 5.5.1  哈夫曼树和哈夫曼编码 > 2．哈夫曼树的构造
wangdao-ds		3．哈夫曼编码	194	kp	第5章 树与二叉树 > 5.5  树与二叉树的应用 > 5.5.1  哈夫曼树和哈夫曼编码 > 3．哈夫曼编码
wangdao-ds	5.5.2	5.5.2  并查集	195	kp	第5章 树与二叉树 > 5.5  树与二叉树的应用 > 5.5.2  并查集
wangdao-ds		1．并查集的概念	195	kp	第5章 树与二叉树 > 5.5  树与二叉树的应用 > 5.5.2  并查集 > 1．并查集的概念
wangdao-ds		2．并查集的存储结构	195	kp	第5章 树与二叉树 > 5.5  树与二叉树的应用 > 5.5.2  并查集 > 2．并查集的存储结构
wangdao-ds		3．并查集的基本实现	195	kp	第5章 树与二叉树 > 5.5  树与二叉树的应用 > 5.5.2  并查集 > 3．并查集的基本实现
wangdao-ds		4．并查集实现的优化	196	kp	第5章 树与二叉树 > 5.5  树与二叉树的应用 > 5.5.2  并查集 > 4．并查集实现的优化
wangdao-ds	5.5.3	5.5.3  本节试题精选	197	ex	第5章 树与二叉树 > 5.5  树与二叉树的应用 > 5.5.3  本节试题精选
wangdao-ds		一、单项选择题	197	ex	第5章 树与二叉树 > 5.5  树与二叉树的应用 > 5.5.3  本节试题精选 > 一、单项选择题
wangdao-ds		二、综合应用题	199	ex	第5章 树与二叉树 > 5.5  树与二叉树的应用 > 5.5.3  本节试题精选 > 二、综合应用题
wangdao-ds	5.5.4	5.5.4  答案与解析	199	ex	第5章 树与二叉树 > 5.5  树与二叉树的应用 > 5.5.4  答案与解析
wangdao-ds		一、单项选择题	199	ex	第5章 树与二叉树 > 5.5  树与二叉树的应用 > 5.5.4  答案与解析 > 一、单项选择题
wangdao-ds		二、综合应用题	204	ex	第5章 树与二叉树 > 5.5  树与二叉树的应用 > 5.5.4  答案与解析 > 二、综合应用题
wangdao-ds		归纳总结	205	sum	第5章 树与二叉树 > 归纳总结
wangdao-ds		思维拓展	206	sum	第5章 树与二叉树 > 思维拓展
wangdao-ds		第6章 图	207	kp	第6章 图
wangdao-ds	6.1	6.1　图的基本概念	207	kp	第6章 图 > 6.1　图的基本概念
wangdao-ds	6.1.1	6.1.1　图的定义	207	kp	第6章 图 > 6.1　图的基本概念 > 6.1.1　图的定义
wangdao-ds		1．有向图	208	kp	第6章 图 > 6.1　图的基本概念 > 6.1.1　图的定义 > 1．有向图
wangdao-ds		2．无向图	208	kp	第6章 图 > 6.1　图的基本概念 > 6.1.1　图的定义 > 2．无向图
wangdao-ds		3．简单图、多重图	208	kp	第6章 图 > 6.1　图的基本概念 > 6.1.1　图的定义 > 3．简单图、多重图
wangdao-ds		4．顶点的度、入度和出度	208	kp	第6章 图 > 6.1　图的基本概念 > 6.1.1　图的定义 > 4．顶点的度、入度和出度
wangdao-ds		5．路径、路径长度和回路	209	kp	第6章 图 > 6.1　图的基本概念 > 6.1.1　图的定义 > 5．路径、路径长度和回路
wangdao-ds		6．简单路径、简单回路	209	kp	第6章 图 > 6.1　图的基本概念 > 6.1.1　图的定义 > 6．简单路径、简单回路
wangdao-ds		7．距离	209	kp	第6章 图 > 6.1　图的基本概念 > 6.1.1　图的定义 > 7．距离
wangdao-ds		8．子图	209	kp	第6章 图 > 6.1　图的基本概念 > 6.1.1　图的定义 > 8．子图
wangdao-ds		9．连通、连通图和连通分量	209	kp	第6章 图 > 6.1　图的基本概念 > 6.1.1　图的定义 > 9．连通、连通图和连通分量
wangdao-ds		10．强连通图、强连通分量	209	kp	第6章 图 > 6.1　图的基本概念 > 6.1.1　图的定义 > 10．强连通图、强连通分量
wangdao-ds		11．生成树、生成森林	210	kp	第6章 图 > 6.1　图的基本概念 > 6.1.1　图的定义 > 11．生成树、生成森林
wangdao-ds		12．边的权、网和带权路径长度	210	kp	第6章 图 > 6.1　图的基本概念 > 6.1.1　图的定义 > 12．边的权、网和带权路径长度
wangdao-ds		13．完全图（也称简单完全图）	210	kp	第6章 图 > 6.1　图的基本概念 > 6.1.1　图的定义 > 13．完全图（也称简单完全图）
wangdao-ds		14．稠密图、稀疏图	210	kp	第6章 图 > 6.1　图的基本概念 > 6.1.1　图的定义 > 14．稠密图、稀疏图
wangdao-ds		15．有向树	210	kp	第6章 图 > 6.1　图的基本概念 > 6.1.1　图的定义 > 15．有向树
wangdao-ds	6.1.2	6.1.2　本节试题精选	210	ex	第6章 图 > 6.1　图的基本概念 > 6.1.2　本节试题精选
wangdao-ds		一、单项选择题	210	ex	第6章 图 > 6.1　图的基本概念 > 6.1.2　本节试题精选 > 一、单项选择题
wangdao-ds		二、综合应用题	212	ex	第6章 图 > 6.1　图的基本概念 > 6.1.2　本节试题精选 > 二、综合应用题
wangdao-ds	6.1.3	6.1.3　答案与解析	212	ex	第6章 图 > 6.1　图的基本概念 > 6.1.3　答案与解析
wangdao-ds		一、单项选择题	212	ex	第6章 图 > 6.1　图的基本概念 > 6.1.3　答案与解析 > 一、单项选择题
wangdao-ds		二、综合应用题	214	ex	第6章 图 > 6.1　图的基本概念 > 6.1.3　答案与解析 > 二、综合应用题
wangdao-ds	6.2	6.2　图的存储及基本操作	214	kp	第6章 图 > 6.2　图的存储及基本操作
wangdao-ds	6.2.1	6.2.1　邻接矩阵法	214	kp	第6章 图 > 6.2　图的存储及基本操作 > 6.2.1　邻接矩阵法
wangdao-ds	6.2.2	6.2.2　邻接表法	216	kp	第6章 图 > 6.2　图的存储及基本操作 > 6.2.2　邻接表法
wangdao-ds	6.2.3	6.2.3　十字链表	217	kp	第6章 图 > 6.2　图的存储及基本操作 > 6.2.3　十字链表
wangdao-ds	6.2.4	6.2.4　邻接多重表	218	kp	第6章 图 > 6.2　图的存储及基本操作 > 6.2.4　邻接多重表
wangdao-ds	6.2.5	6.2.5　图的基本操作	219	kp	第6章 图 > 6.2　图的存储及基本操作 > 6.2.5　图的基本操作
wangdao-ds	6.2.6	6.2.6　本节试题精选	219	ex	第6章 图 > 6.2　图的存储及基本操作 > 6.2.6　本节试题精选
wangdao-ds		一、单项选择题	219	ex	第6章 图 > 6.2　图的存储及基本操作 > 6.2.6　本节试题精选 > 一、单项选择题
wangdao-ds		二、综合应用题	221	ex	第6章 图 > 6.2　图的存储及基本操作 > 6.2.6　本节试题精选 > 二、综合应用题
wangdao-ds	6.2.7	6.2.7　答案与解析	223	ex	第6章 图 > 6.2　图的存储及基本操作 > 6.2.7　答案与解析
wangdao-ds		一、单项选择题	223	ex	第6章 图 > 6.2　图的存储及基本操作 > 6.2.7　答案与解析 > 一、单项选择题
wangdao-ds		二、综合应用题	225	ex	第6章 图 > 6.2　图的存储及基本操作 > 6.2.7　答案与解析 > 二、综合应用题
wangdao-ds	6.3	6.3　图的遍历	227	kp	第6章 图 > 6.3　图的遍历
wangdao-ds	6.3.1	6.3.1　广度优先搜索	227	kp	第6章 图 > 6.3　图的遍历 > 6.3.1　广度优先搜索
wangdao-ds		1．BFS算法的性能分析	229	kp	第6章 图 > 6.3　图的遍历 > 6.3.1　广度优先搜索 > 1．BFS算法的性能分析
wangdao-ds		2．BFS算法求解单源最短路径问题	229	kp	第6章 图 > 6.3　图的遍历 > 6.3.1　广度优先搜索 > 2．BFS算法求解单源最短路径问题
wangdao-ds		3．广度优先生成树	229	kp	第6章 图 > 6.3　图的遍历 > 6.3.1　广度优先搜索 > 3．广度优先生成树
wangdao-ds	6.3.2	6.3.2　深度优先搜索	230	kp	第6章 图 > 6.3　图的遍历 > 6.3.2　深度优先搜索
wangdao-ds		1．DFS算法的性能分析	231	kp	第6章 图 > 6.3　图的遍历 > 6.3.2　深度优先搜索 > 1．DFS算法的性能分析
wangdao-ds		2．深度优先的生成树和生成森林	231	kp	第6章 图 > 6.3　图的遍历 > 6.3.2　深度优先搜索 > 2．深度优先的生成树和生成森林
wangdao-ds	6.3.3	6.3.3　图的遍历与图的连通性	231	kp	第6章 图 > 6.3　图的遍历 > 6.3.3　图的遍历与图的连通性
wangdao-ds	6.3.4	6.3.4　本节试题精选	231	ex	第6章 图 > 6.3　图的遍历 > 6.3.4　本节试题精选
wangdao-ds		一、单项选择题	231	ex	第6章 图 > 6.3　图的遍历 > 6.3.4　本节试题精选 > 一、单项选择题
wangdao-ds		二、综合应用题	233	ex	第6章 图 > 6.3　图的遍历 > 6.3.4　本节试题精选 > 二、综合应用题
wangdao-ds	6.3.5	6.3.5　答案与解析	234	ex	第6章 图 > 6.3　图的遍历 > 6.3.5　答案与解析
